"","id_pedido","data_pedido","data_envio","modo_envio","tipo_prioridade"
"13352","ES-2014-2301611",2014-03-15,2014-03-21,"Classe Padrao","Medio"
"13353","ID-2013-79964",2013-01-05,2013-01-06,"Primeira Classe","Medio"
"13354","IN-2012-61022",2012-10-02,2012-10-05,"Segunda Classe","Alto"
"13355","ID-2012-86607",2012-02-20,2012-02-24,"Segunda Classe","Medio"
"13356","CA-2013-137729",2013-05-06,2013-05-10,"Classe Padrao","Medio"
"13357","MX-2012-155047",2012-10-15,2012-10-20,"Classe Padrao","Medio"
"13358","US-2014-127586",2014-06-18,2014-06-22,"Classe Padrao","Medio"
"13359","IN-2011-55275",2011-11-08,2011-11-11,"Primeira Classe","Medio"
"13360","CA-2014-122770",2014-12-14,2014-12-19,"Classe Padrao","Medio"
"13361","CG-2014-3960",2014-06-11,2014-06-16,"Classe Padrao","Medio"
"13362","CA-2014-2000",2014-01-07,2014-01-11,"Classe Padrao","Medio"
"13363","ES-2012-4556851",2012-06-19,2012-06-21,"Primeira Classe","Alto"
"13364","CA-2013-164091",2013-09-18,2013-09-23,"Classe Padrao","Medio"
"13365","CA-2013-149503",2013-12-10,2013-12-13,"Primeira Classe","Medio"
"13366","SF-2013-10000",2013-10-29,2013-10-29,"Mesmo Dia","Medio"
"13367","IN-2012-75512",2012-03-22,2012-03-24,"Segunda Classe","Critico"
"13368","ES-2014-5335914",2014-08-19,2014-08-21,"Primeira Classe","Medio"
"13369","IN-2012-10790",2012-10-23,2012-10-27,"Classe Padrao","Medio"
"13370","IN-2014-40967",2014-06-26,2014-07-02,"Classe Padrao","Medio"
"13371","US-2013-152415",2013-09-18,2013-09-23,"Classe Padrao","Medio"
"13372","MX-2014-136133",2014-05-16,2014-05-20,"Classe Padrao","Alto"
"13373","MX-2012-113201",2012-09-13,2012-09-17,"Classe Padrao","Alto"
"13374","ID-2012-48541",2012-07-12,2012-07-18,"Classe Padrao","Medio"
"13375","IN-2014-56353",2014-06-11,2014-06-16,"Segunda Classe","Medio"
"13376","ID-2012-47190",2012-02-13,2012-02-15,"Segunda Classe","Alto"
"13377","MX-2012-169355",2012-10-17,2012-10-21,"Segunda Classe","Medio"
"13378","CA-2011-150301",2011-07-08,2011-07-10,"Primeira Classe","Alto"
"13379","HR-2012-3240",2012-08-06,2012-08-07,"Primeira Classe","Critico"
"13380","ES-2014-1173448",2014-01-22,2014-01-26,"Classe Padrao","Medio"
"13381","IN-2014-14129",2014-04-22,2014-04-26,"Segunda Classe","Alto"
"13382","ID-2014-82645",2014-02-04,2014-02-09,"Classe Padrao","Medio"
"13383","IS-2013-7640",2013-12-09,2013-12-13,"Classe Padrao","Alto"
"13384","US-2014-122077",2014-11-06,2014-11-12,"Classe Padrao","Medio"
"13385","ES-2013-1835691",2013-11-15,2013-11-19,"Classe Padrao","Alto"
"13386","IT-2013-2814803",2013-06-13,2013-06-16,"Primeira Classe","Alto"
"13387","ID-2011-85928",2011-06-15,2011-06-21,"Classe Padrao","Medio"
"13388","CA-2012-150308",2012-12-15,2012-12-20,"Classe Padrao","Medio"
"13389","MZ-2013-280",2013-06-24,2013-06-26,"Segunda Classe","Critico"
"13390","MX-2013-147515",2013-10-29,2013-11-02,"Classe Padrao","Medio"
"13391","ID-2013-10468",2013-12-06,2013-12-11,"Classe Padrao","Medio"
"13392","CA-2014-140844",2014-06-20,2014-06-24,"Classe Padrao","Alto"
"13393","US-2014-135713",2014-11-25,2014-11-28,"Segunda Classe","Alto"
"13394","ES-2014-1006059",2014-07-10,2014-07-14,"Classe Padrao","Alto"
"13395","ES-2013-1149984",2013-10-08,2013-10-15,"Classe Padrao","Baixo"
"13396","IN-2014-72460",2014-06-24,2014-06-27,"Primeira Classe","Critico"
"13397","IZ-2013-4830",2013-10-14,2013-10-20,"Classe Padrao","Medio"
"13398","US-2012-113103",2012-09-11,2012-09-15,"Classe Padrao","Medio"
"13399","IN-2013-10496",2013-08-21,2013-08-25,"Classe Padrao","Alto"
"13400","US-2014-100398",2014-08-20,2014-08-24,"Classe Padrao","Alto"
"13401","MO-2014-7900",2014-11-18,2014-11-22,"Classe Padrao","Medio"
"13402","US-2011-165281",2011-09-19,2011-09-25,"Classe Padrao","Medio"
"13403","ES-2014-4582301",2014-05-30,2014-06-04,"Classe Padrao","Medio"
"13404","CA-2014-103065",2014-10-21,2014-10-21,"Mesmo Dia","Critico"
"13405","ES-2013-4487295",2013-06-07,2013-06-08,"Primeira Classe","Alto"
"13406","ES-2012-2651446",2012-10-18,2012-10-19,"Mesmo Dia","Alto"
"13407","IN-2014-85298",2014-12-17,2014-12-19,"Primeira Classe","Alto"
"13408","CA-2014-118402",2014-09-30,2014-10-05,"Classe Padrao","Medio"
"13409","MX-2014-164854",2014-09-15,2014-09-16,"Primeira Classe","Critico"
"13410","ES-2013-4435948",2013-09-12,2013-09-16,"Classe Padrao","Medio"
"13411","LT-2011-7860",2011-05-13,2011-05-17,"Segunda Classe","Alto"
"13412","HR-2014-2710",2014-08-13,2014-08-15,"Primeira Classe","Medio"
"13413","US-2013-101721",2013-08-12,2013-08-16,"Classe Padrao","Medio"
"13414","ES-2012-2155276",2012-03-24,2012-03-26,"Segunda Classe","Medio"
"13415","CA-2013-142097",2013-10-16,2013-10-21,"Classe Padrao","Medio"
"13416","CA-2013-143924",2013-07-29,2013-08-04,"Classe Padrao","Baixo"
"13417","CA-2011-131800",2011-12-30,2012-01-04,"Classe Padrao","Medio"
"13418","LO-2011-6730",2011-12-24,2011-12-27,"Segunda Classe","Critico"
"13419","IV-2012-7600",2012-09-21,2012-09-24,"Segunda Classe","Medio"
"13420","ES-2011-2251272",2011-12-19,2011-12-24,"Segunda Classe","Medio"
"13421","CA-2014-117422",2014-10-22,2014-10-26,"Classe Padrao","Medio"
"13422","CA-2014-146346",2014-06-18,2014-06-21,"Primeira Classe","Medio"
"13423","NI-2013-6950",2013-05-13,2013-05-18,"Segunda Classe","Medio"
"13424","ES-2012-1342242",2012-08-21,2012-08-26,"Classe Padrao","Alto"
"13425","ES-2014-2210580",2014-06-22,2014-06-29,"Classe Padrao","Medio"
"13426","IN-2013-48128",2013-11-20,2013-11-24,"Classe Padrao","Medio"
"13427","ID-2012-65236",2012-08-28,2012-09-02,"Classe Padrao","Medio"
"13428","TU-2012-3230",2012-10-04,2012-10-11,"Classe Padrao","Baixo"
"13429","ES-2011-2087362",2011-05-04,2011-05-09,"Classe Padrao","Medio"
"13430","ES-2014-1681793",2014-04-03,2014-04-08,"Classe Padrao","Alto"
"13431","CM-2014-3130",2014-04-26,2014-05-01,"Classe Padrao","Alto"
"13432","MX-2014-130071",2014-12-22,2014-12-24,"Primeira Classe","Critico"
"13433","IN-2011-50060",2011-09-06,2011-09-13,"Classe Padrao","Medio"
"13434","ID-2012-32840",2012-08-13,2012-08-18,"Classe Padrao","Medio"
"13435","TU-2011-5680",2011-09-27,2011-10-01,"Classe Padrao","Medio"
"13436","MX-2012-143469",2012-10-24,2012-10-28,"Classe Padrao","Medio"
"13437","IN-2013-22354",2013-02-11,2013-02-16,"Classe Padrao","Alto"
"13438","CA-2013-115224",2013-12-09,2013-12-12,"Segunda Classe","Alto"
"13439","TU-2012-780",2012-09-03,2012-09-04,"Primeira Classe","Medio"
"13440","CA-2014-157903",2014-04-05,2014-04-09,"Classe Padrao","Medio"
"13441","CG-2011-4120",2011-06-20,2011-06-25,"Classe Padrao","Alto"
"13442","PL-2012-8610",2012-08-27,2012-08-31,"Classe Padrao","Medio"
"13443","MX-2013-126144",2013-09-09,2013-09-14,"Classe Padrao","Medio"
"13444","IN-2011-76198",2011-01-26,2011-02-01,"Classe Padrao","Baixo"
"13445","ID-2013-35458",2013-01-30,2013-02-05,"Classe Padrao","Medio"
"13446","MX-2011-152401",2011-10-12,2011-10-13,"Primeira Classe","Critico"
"13447","ES-2013-2527425",2013-09-20,2013-09-21,"Mesmo Dia","Critico"
"13448","IT-2012-2733319",2012-12-03,2012-12-05,"Primeira Classe","Critico"
"13449","ES-2011-5118812",2011-02-18,2011-02-23,"Classe Padrao","Medio"
"13450","IN-2014-39931",2014-10-16,2014-10-21,"Classe Padrao","Medio"
"13451","CA-2014-122735",2014-04-13,2014-04-16,"Segunda Classe","Critico"
"13452","US-2013-161683",2013-12-04,2013-12-09,"Classe Padrao","Medio"
"13453","IZ-2012-9240",2012-02-12,2012-02-18,"Classe Padrao","Medio"
"13454","NI-2013-3450",2013-12-26,2013-12-31,"Segunda Classe","Medio"
"13455","RS-2014-6150",2014-10-18,2014-10-21,"Primeira Classe","Medio"
"13456","MX-2013-163853",2013-09-19,2013-09-24,"Classe Padrao","Medio"
"13457","IN-2011-76961",2011-06-17,2011-06-23,"Classe Padrao","Baixo"
"13458","CA-2012-123092",2012-12-03,2012-12-07,"Classe Padrao","Alto"
"13459","RO-2014-340",2014-01-01,2014-01-04,"Primeira Classe","Alto"
"13460","UP-2012-6120",2012-01-14,2012-01-18,"Classe Padrao","Medio"
"13461","IN-2013-16495",2013-12-09,2013-12-13,"Classe Padrao","Alto"
"13462","IN-2013-24552",2013-08-02,2013-08-06,"Classe Padrao","Medio"
"13463","SA-2014-5210",2014-11-27,2014-11-29,"Segunda Classe","Medio"
"13464","GG-2011-9830",2011-10-03,2011-10-05,"Primeira Classe","Medio"
"13465","ES-2012-4829315",2012-07-04,2012-07-06,"Segunda Classe","Alto"
"13466","ID-2012-72544",2012-06-13,2012-06-15,"Primeira Classe","Critico"
"13467","IZ-2014-7360",2014-11-10,2014-11-12,"Segunda Classe","Alto"
"13468","MX-2014-168284",2014-10-25,2014-10-31,"Classe Padrao","Medio"
"13469","MX-2014-160080",2014-08-05,2014-08-09,"Segunda Classe","Medio"
"13470","US-2013-110520",2013-10-11,2013-10-17,"Classe Padrao","Medio"
"13471","ID-2014-17265",2014-03-01,2014-03-05,"Classe Padrao","Medio"
"13472","ID-2012-23740",2012-08-14,2012-08-18,"Classe Padrao","Medio"
"13473","CG-2011-8400",2011-10-01,2011-10-06,"Classe Padrao","Alto"
"13474","MD-2014-460",2014-09-13,2014-09-19,"Classe Padrao","Medio"
"13475","TU-2012-8070",2012-04-10,2012-04-13,"Primeira Classe","Alto"
"13476","ID-2014-86173",2014-06-18,2014-06-24,"Classe Padrao","Medio"
"13477","MX-2013-126039",2013-09-26,2013-09-29,"Segunda Classe","Medio"
"13478","IT-2013-3328104",2013-08-13,2013-08-18,"Classe Padrao","Medio"
"13479","IN-2013-59216",2013-06-05,2013-06-09,"Segunda Classe","Medio"
"13480","IN-2011-65964",2011-06-17,2011-06-19,"Segunda Classe","Alto"
"13481","IN-2013-34205",2013-04-17,2013-04-21,"Classe Padrao","Alto"
"13482","MX-2011-109603",2011-11-20,2011-11-23,"Primeira Classe","Alto"
"13483","US-2014-116869",2014-12-13,2014-12-17,"Classe Padrao","Medio"
"13484","TU-2014-810",2014-04-16,2014-04-19,"Primeira Classe","Critico"
"13485","MX-2012-102960",2012-06-16,2012-06-16,"Mesmo Dia","Alto"
"13486","ES-2013-1565126",2013-02-19,2013-02-24,"Segunda Classe","Medio"
"13487","IN-2014-14913",2014-09-04,2014-09-10,"Classe Padrao","Medio"
"13488","IN-2014-13261",2014-01-19,2014-01-24,"Classe Padrao","Medio"
"13489","IN-2012-67609",2012-09-28,2012-10-02,"Classe Padrao","Medio"
"13490","MX-2011-133956",2011-03-10,2011-03-14,"Classe Padrao","Medio"
"13491","ES-2013-2571754",2013-12-04,2013-12-06,"Primeira Classe","Alto"
"13492","ES-2014-2739856",2014-02-26,2014-03-03,"Classe Padrao","Alto"
"13493","IN-2012-17363",2012-01-30,2012-02-03,"Classe Padrao","Medio"
"13494","ID-2012-67126",2012-06-20,2012-06-25,"Segunda Classe","Medio"
"13495","IN-2014-49675",2014-03-01,2014-03-06,"Classe Padrao","Medio"
"13496","IZ-2014-9280",2014-12-03,2014-12-09,"Classe Padrao","Medio"
"13497","CG-2013-5500",2013-08-16,2013-08-18,"Segunda Classe","Critico"
"13498","US-2012-145849",2012-07-31,2012-08-07,"Classe Padrao","Baixo"
"13499","ES-2014-5060319",2014-04-25,2014-04-28,"Primeira Classe","Alto"
"13500","IN-2013-46966",2013-06-21,2013-06-27,"Classe Padrao","Medio"
"13501","US-2011-109162",2011-06-08,2011-06-12,"Classe Padrao","Medio"
"13502","ES-2014-4357014",2014-10-31,2014-11-03,"Primeira Classe","Alto"
"13503","IT-2012-5332220",2012-09-28,2012-09-30,"Segunda Classe","Alto"
"13504","IN-2012-86124",2012-09-24,2012-09-25,"Primeira Classe","Critico"
"13505","CA-2013-146325",2013-12-15,2013-12-18,"Primeira Classe","Medio"
"13506","CA-2012-2740",2012-10-02,2012-10-07,"Classe Padrao","Medio"
"13507","US-2013-158743",2013-11-12,2013-11-16,"Classe Padrao","Alto"
"13508","US-2012-101399",2012-01-17,2012-01-24,"Classe Padrao","Medio"
"13509","US-2012-115966",2012-10-24,2012-10-30,"Classe Padrao","Medio"
"13510","MX-2013-153129",2013-09-09,2013-09-13,"Classe Padrao","Medio"
"13511","ES-2014-3625378",2014-12-10,2014-12-17,"Classe Padrao","Medio"
"13512","ES-2014-4407511",2014-01-29,2014-02-03,"Classe Padrao","Medio"
"13513","ID-2012-75141",2012-08-14,2012-08-20,"Classe Padrao","Baixo"
"13514","US-2013-103646",2013-04-22,2013-04-27,"Classe Padrao","Alto"
"13515","EG-2013-5690",2013-11-19,2013-11-21,"Segunda Classe","Medio"
"13516","EG-2014-5490",2014-12-16,2014-12-20,"Classe Padrao","Medio"
"13517","IR-2012-1100",2012-09-02,2012-09-07,"Classe Padrao","Medio"
"13518","RS-2013-2890",2013-10-04,2013-10-10,"Classe Padrao","Baixo"
"13519","MX-2013-101266",2013-02-08,2013-02-10,"Segunda Classe","Alto"
"13520","MX-2012-128167",2012-06-04,2012-06-08,"Segunda Classe","Medio"
"13521","ES-2012-3770269",2012-08-22,2012-08-26,"Classe Padrao","Medio"
"13522","CA-2014-125381",2014-04-26,2014-04-28,"Segunda Classe","Alto"
"13523","US-2014-145597",2014-11-03,2014-11-06,"Primeira Classe","Alto"
"13524","IN-2012-81728",2012-06-15,2012-06-18,"Segunda Classe","Critico"
"13525","IN-2013-83772",2013-01-25,2013-01-30,"Classe Padrao","Medio"
"13526","MX-2011-168774",2011-06-07,2011-06-11,"Classe Padrao","Alto"
"13527","MX-2013-153094",2013-11-07,2013-11-13,"Classe Padrao","Medio"
"13528","MX-2011-106943",2011-10-13,2011-10-18,"Classe Padrao","Medio"
"13529","MX-2012-160843",2012-02-13,2012-02-19,"Classe Padrao","Medio"
"13530","ES-2012-1238144",2012-09-12,2012-09-14,"Segunda Classe","Medio"
"13531","CA-2013-116344",2013-07-30,2013-08-03,"Classe Padrao","Alto"
"13532","CA-2014-126396",2014-09-09,2014-09-13,"Segunda Classe","Medio"
"13533","CA-2014-145506",2014-06-04,2014-06-08,"Classe Padrao","Medio"
"13534","BO-2012-8820",2012-06-12,2012-06-12,"Mesmo Dia","Alto"
"13535","ES-2013-3059419",2013-11-06,2013-11-09,"Segunda Classe","Medio"
"13536","IN-2011-25882",2011-07-23,2011-07-28,"Classe Padrao","Medio"
"13537","ID-2014-62289",2014-08-03,2014-08-07,"Classe Padrao","Medio"
"13538","IN-2013-22795",2013-12-25,2013-12-29,"Classe Padrao","Medio"
"13539","CA-2012-140221",2012-03-05,2012-03-09,"Segunda Classe","Alto"
"13540","US-2013-158288",2013-11-27,2013-11-29,"Segunda Classe","Alto"
"13541","RS-2011-2070",2011-12-28,2012-01-02,"Classe Padrao","Medio"
"13542","UP-2012-4910",2012-08-13,2012-08-17,"Classe Padrao","Alto"
"13543","RS-2013-8390",2013-08-01,2013-08-07,"Classe Padrao","Baixo"
"13544","MX-2012-134607",2012-04-14,2012-04-16,"Segunda Classe","Critico"
"13545","ES-2014-2846503",2014-08-23,2014-08-26,"Primeira Classe","Critico"
"13546","ES-2012-1704393",2012-06-19,2012-06-23,"Classe Padrao","Medio"
"13547","CA-2012-4710",2012-05-30,2012-06-02,"Segunda Classe","Alto"
"13548","MX-2013-129077",2013-07-09,2013-07-15,"Classe Padrao","Medio"
"13549","IN-2011-49752",2011-12-01,2011-12-04,"Segunda Classe","Medio"
"13550","MX-2014-104304",2014-11-06,2014-11-11,"Classe Padrao","Medio"
"13551","US-2013-164399",2013-09-03,2013-09-08,"Classe Padrao","Alto"
"13552","ES-2012-1028780",2012-12-03,2012-12-07,"Classe Padrao","Medio"
"13553","IN-2011-62982",2011-03-30,2011-04-01,"Segunda Classe","Medio"
"13554","IN-2012-71550",2012-08-24,2012-08-31,"Classe Padrao","Medio"
"13555","TU-2012-8250",2012-02-07,2012-02-11,"Segunda Classe","Medio"
"13556","HR-2012-5400",2012-12-10,2012-12-17,"Classe Padrao","Medio"
"13557","AG-2013-5570",2013-05-01,2013-05-03,"Primeira Classe","Alto"
"13558","US-2012-113523",2012-05-06,2012-05-10,"Classe Padrao","Medio"
"13559","US-2014-164049",2014-09-06,2014-09-08,"Primeira Classe","Critico"
"13560","IT-2012-4512208",2012-06-11,2012-06-16,"Classe Padrao","Medio"
"13561","ID-2014-55765",2014-06-04,2014-06-08,"Classe Padrao","Medio"
"13562","ID-2013-52041",2013-03-07,2013-03-11,"Classe Padrao","Medio"
"13563","IN-2014-74532",2014-03-20,2014-03-22,"Segunda Classe","Alto"
"13564","US-2014-130099",2014-10-29,2014-11-03,"Classe Padrao","Medio"
"13565","ID-2013-80552",2013-07-12,2013-07-17,"Classe Padrao","Medio"
"13566","ES-2013-5762848",2013-10-04,2013-10-10,"Classe Padrao","Medio"
"13567","IN-2014-18777",2014-09-04,2014-09-08,"Classe Padrao","Medio"
"13568","ID-2013-68022",2013-09-08,2013-09-09,"Primeira Classe","Critico"
"13569","US-2014-134642",2014-02-26,2014-03-02,"Classe Padrao","Medio"
"13570","MO-2012-4400",2012-01-19,2012-01-24,"Classe Padrao","Medio"
"13571","MX-2014-155096",2014-09-24,2014-09-29,"Classe Padrao","Medio"
"13572","US-2014-126879",2014-10-30,2014-11-05,"Classe Padrao","Medio"
"13573","ES-2013-4771203",2013-09-07,2013-09-12,"Classe Padrao","Medio"
"13574","CA-2013-122448",2013-06-10,2013-06-15,"Classe Padrao","Medio"
"13575","MO-2012-7930",2012-01-17,2012-01-22,"Classe Padrao","Medio"
"13576","TU-2011-6830",2011-10-19,2011-10-23,"Classe Padrao","Alto"
"13577","CA-2011-129574",2011-05-26,2011-05-29,"Primeira Classe","Alto"
"13578","IZ-2012-7690",2012-02-06,2012-02-09,"Primeira Classe","Medio"
"13579","TO-2013-5240",2013-12-26,2013-12-28,"Segunda Classe","Medio"
"13580","MX-2012-122224",2012-12-24,2012-12-28,"Classe Padrao","Alto"
"13581","CA-2012-100454",2012-11-20,2012-11-25,"Classe Padrao","Medio"
"13582","IR-2012-3950",2012-09-25,2012-09-28,"Segunda Classe","Medio"
"13583","UP-2013-9960",2013-08-19,2013-08-25,"Classe Padrao","Medio"
"13584","TU-2013-3310",2013-09-19,2013-09-23,"Segunda Classe","Medio"
"13585","MX-2011-166562",2011-06-25,2011-06-30,"Classe Padrao","Alto"
"13586","CA-2013-112739",2013-09-03,2013-09-08,"Segunda Classe","Medio"
"13587","NI-2014-4660",2014-11-18,2014-11-20,"Segunda Classe","Alto"
"13588","MX-2014-103765",2014-06-16,2014-06-21,"Classe Padrao","Alto"
"13589","US-2014-130393",2014-09-17,2014-09-22,"Classe Padrao","Medio"
"13590","MX-2014-141201",2014-09-11,2014-09-16,"Classe Padrao","Alto"
"13591","MX-2011-126648",2011-06-27,2011-07-04,"Classe Padrao","Medio"
"13592","ES-2014-2012335",2014-08-26,2014-09-02,"Classe Padrao","Baixo"
"13593","IN-2011-17062",2011-09-19,2011-09-20,"Primeira Classe","Alto"
"13594","ID-2013-83065",2013-11-25,2013-12-01,"Classe Padrao","Medio"
"13595","CA-2014-104080",2014-03-09,2014-03-16,"Classe Padrao","Medio"
"13596","KE-2014-7410",2014-11-10,2014-11-13,"Segunda Classe","Medio"
"13597","MX-2013-113418",2013-03-04,2013-03-08,"Classe Padrao","Medio"
"13598","MX-2011-162523",2011-06-28,2011-07-05,"Classe Padrao","Medio"
"13599","ES-2011-1520567",2011-04-20,2011-04-26,"Classe Padrao","Medio"
"13600","ES-2013-2546560",2013-08-02,2013-08-06,"Classe Padrao","Medio"
"13601","IN-2012-77871",2012-06-30,2012-07-02,"Segunda Classe","Alto"
"13602","MO-2013-3010",2013-01-25,2013-01-26,"Primeira Classe","Medio"
"13603","US-2012-131212",2012-08-03,2012-08-05,"Primeira Classe","Alto"
"13604","MX-2012-113306",2012-10-29,2012-11-02,"Classe Padrao","Medio"
"13605","MX-2014-113019",2014-05-20,2014-05-23,"Primeira Classe","Alto"
"13606","IN-2014-10475",2014-07-11,2014-07-14,"Segunda Classe","Critico"
"13607","MX-2012-162222",2012-07-25,2012-07-29,"Classe Padrao","Medio"
"13608","ID-2014-35521",2014-06-16,2014-06-18,"Segunda Classe","Alto"
"13609","IN-2011-20800",2011-03-18,2011-03-22,"Classe Padrao","Alto"
"13610","CA-2014-107125",2014-11-28,2014-12-03,"Classe Padrao","Alto"
"13611","NI-2014-9180",2014-07-22,2014-07-25,"Primeira Classe","Critico"
"13612","ID-2011-73482",2011-11-14,2011-11-16,"Primeira Classe","Alto"
"13613","CA-2014-122700",2014-11-27,2014-12-01,"Classe Padrao","Medio"
"13614","SG-2014-5940",2014-12-10,2014-12-16,"Classe Padrao","Medio"
"13615","MX-2011-157000",2011-08-11,2011-08-16,"Segunda Classe","Medio"
"13616","ES-2013-1610512",2013-01-29,2013-01-31,"Segunda Classe","Medio"
"13617","ES-2012-1885168",2012-08-06,2012-08-11,"Segunda Classe","Medio"
"13618","IN-2011-58950",2011-06-20,2011-06-23,"Segunda Classe","Medio"
"13619","IN-2012-48303",2012-05-05,2012-05-10,"Classe Padrao","Alto"
"13620","IN-2014-50480",2014-10-10,2014-10-16,"Classe Padrao","Baixo"
"13621","MX-2014-134922",2014-07-02,2014-07-07,"Segunda Classe","Alto"
"13622","ES-2012-4508011",2012-09-28,2012-10-04,"Classe Padrao","Medio"
"13623","ES-2014-3283249",2014-05-28,2014-05-30,"Segunda Classe","Alto"
"13624","ES-2013-4858481",2013-10-11,2013-10-15,"Classe Padrao","Medio"
"13625","IN-2012-30684",2012-10-18,2012-10-23,"Classe Padrao","Medio"
"13626","ID-2013-60483",2013-06-18,2013-06-22,"Classe Padrao","Medio"
"13627","BY-2012-8590",2012-11-14,2012-11-20,"Classe Padrao","Medio"
"13628","IT-2012-3761235",2012-03-23,2012-03-28,"Classe Padrao","Medio"
"13629","ES-2013-1484456",2013-05-10,2013-05-15,"Segunda Classe","Medio"
"13630","IT-2014-5912011",2014-08-26,2014-08-29,"Primeira Classe","Medio"
"13631","CA-2014-168396",2014-08-04,2014-08-09,"Segunda Classe","Medio"
"13632","CG-2011-9940",2011-12-12,2011-12-16,"Classe Padrao","Medio"
"13633","MX-2012-118248",2012-10-22,2012-10-24,"Segunda Classe","Alto"
"13634","IT-2013-5465664",2013-09-09,2013-09-15,"Classe Padrao","Baixo"
"13635","IN-2014-35115",2014-10-13,2014-10-17,"Classe Padrao","Medio"
"13636","PL-2011-4070",2011-09-16,2011-09-21,"Classe Padrao","Medio"
"13637","ES-2014-3157402",2014-06-02,2014-06-07,"Classe Padrao","Medio"
"13638","CA-2014-132934",2014-06-21,2014-06-27,"Classe Padrao","Medio"
"13639","CA-2014-124086",2014-02-11,2014-02-15,"Classe Padrao","Medio"
"13640","CA-2011-105872",2011-05-30,2011-06-06,"Classe Padrao","Baixo"
"13641","BU-2013-3760",2013-11-05,2013-11-07,"Segunda Classe","Alto"
"13642","MX-2014-105872",2014-02-06,2014-02-10,"Classe Padrao","Alto"
"13643","MX-2011-166317",2011-12-26,2011-12-30,"Classe Padrao","Alto"
"13644","US-2013-131205",2013-02-04,2013-02-08,"Classe Padrao","Medio"
"13645","US-2012-148425",2012-06-21,2012-06-28,"Classe Padrao","Baixo"
"13646","ES-2014-3935353",2014-10-13,2014-10-17,"Classe Padrao","Medio"
"13647","TU-2013-8610",2013-05-08,2013-05-10,"Segunda Classe","Medio"
"13648","EZ-2013-2680",2013-09-11,2013-09-15,"Segunda Classe","Alto"
"13649","SO-2013-5970",2013-12-11,2013-12-15,"Classe Padrao","Medio"
"13650","ES-2014-4808091",2014-10-22,2014-10-29,"Classe Padrao","Medio"
"13651","IN-2013-49633",2013-10-08,2013-10-13,"Classe Padrao","Medio"
"13652","IN-2012-30061",2012-05-24,2012-05-26,"Segunda Classe","Critico"
"13653","ID-2014-47491",2014-07-10,2014-07-15,"Classe Padrao","Alto"
"13654","IN-2014-70262",2014-09-11,2014-09-16,"Classe Padrao","Medio"
"13655","MX-2014-142468",2014-04-28,2014-05-03,"Classe Padrao","Medio"
"13656","MX-2014-122511",2014-12-31,2015-01-05,"Classe Padrao","Medio"
"13657","ES-2013-2720927",2013-08-21,2013-08-26,"Segunda Classe","Alto"
"13658","CA-2012-139780",2012-12-31,2013-01-02,"Segunda Classe","Medio"
"13659","ES-2012-4490883",2012-11-05,2012-11-09,"Classe Padrao","Alto"
"13660","ES-2014-1871238",2014-12-25,2014-12-29,"Classe Padrao","Medio"
"13661","ES-2012-1923654",2012-04-24,2012-04-29,"Classe Padrao","Alto"
"13662","ES-2011-4335040",2011-11-08,2011-11-10,"Primeira Classe","Alto"
"13663","ID-2014-80979",2014-09-06,2014-09-06,"Mesmo Dia","Alto"
"13664","MX-2014-101147",2014-12-27,2015-01-01,"Classe Padrao","Alto"
"13665","MX-2011-166961",2011-12-10,2011-12-15,"Classe Padrao","Medio"
"13666","CA-2012-141810",2012-11-02,2012-11-07,"Classe Padrao","Medio"
"13667","ML-2012-4340",2012-05-09,2012-05-14,"Classe Padrao","Alto"
"13668","CA-2013-157763",2013-07-19,2013-07-24,"Classe Padrao","Alto"
"13669","MX-2013-142153",2013-06-07,2013-06-12,"Classe Padrao","Medio"
"13670","IT-2014-1431014",2014-08-27,2014-09-01,"Classe Padrao","Medio"
"13671","IT-2013-5796785",2013-12-04,2013-12-10,"Classe Padrao","Medio"
"13672","IN-2012-75211",2012-01-11,2012-01-16,"Classe Padrao","Alto"
"13673","TU-2011-6820",2011-12-15,2011-12-20,"Segunda Classe","Medio"
"13674","ES-2011-4862124",2011-09-30,2011-10-02,"Primeira Classe","Alto"
"13675","IN-2014-77339",2014-06-10,2014-06-11,"Primeira Classe","Medio"
"13676","IN-2012-60070",2012-12-28,2012-12-29,"Primeira Classe","Critico"
"13677","US-2013-139710",2013-06-10,2013-06-16,"Classe Padrao","Medio"
"13678","BU-2012-460",2012-07-21,2012-07-25,"Classe Padrao","Medio"
"13679","MX-2011-147018",2011-10-12,2011-10-16,"Segunda Classe","Medio"
"13680","MX-2011-100762",2011-01-31,2011-02-03,"Primeira Classe","Critico"
"13681","ES-2011-2979959",2011-09-13,2011-09-17,"Classe Padrao","Alto"
"13682","ID-2011-14122",2011-10-13,2011-10-18,"Classe Padrao","Medio"
"13683","IN-2012-59125",2012-09-20,2012-09-24,"Segunda Classe","Alto"
"13684","IN-2014-52412",2014-10-02,2014-10-06,"Segunda Classe","Medio"
"13685","MX-2012-169663",2012-12-27,2013-01-03,"Classe Padrao","Medio"
"13686","ES-2013-4847870",2013-02-20,2013-02-26,"Classe Padrao","Medio"
"13687","CA-2011-151162",2011-12-05,2011-12-09,"Classe Padrao","Medio"
"13688","AU-2014-6650",2014-11-26,2014-11-30,"Classe Padrao","Medio"
"13689","IR-2013-3590",2013-08-22,2013-08-26,"Classe Padrao","Medio"
"13690","MX-2013-104409",2013-05-14,2013-05-18,"Classe Padrao","Medio"
