"","id_pedido","id_cliente","id_produto","valor_venda","quantidade_venda","custo_envio"
"28641","ID-2014-84297","TB-21055","OFF-AR-10004077",64.656,6,6.14
"28642","CA-2011-115357","RF-19735","TEC-AC-10000023",62.91,3,6.14
"28643","CA-2011-165477","RE-19405","OFF-AP-10003281",48.36,5,6.14
"28644","MX-2012-138485","MO-17950","OFF-EN-10002674",94.86,3,6.14
"28645","MX-2013-123239","PM-19135","FUR-BO-10000746",167.44,2,6.13
"28646","MX-2014-159667","CB-12415","TEC-AC-10002458",58.56,5,6.13
"28647","ES-2011-4077297","FO-14305","TEC-PH-10004635",58.698,1,6.13
"28648","ES-2014-5345830","MG-17695","OFF-ST-10001025",32.544,1,6.13
"28649","ES-2012-4079399","JJ-15445","OFF-PA-10004923",29.88,2,6.13
"28650","ID-2013-25098","LW-17215","OFF-SU-10004304",101.283,7,6.13
"28651","ID-2011-77332","SA-20830","OFF-AR-10001529",47.586,7,6.13
"28652","IN-2013-33974","ES-14020","OFF-LA-10002806",34.11,3,6.13
"28653","CA-2013-106530","CL-12565","OFF-ST-10000649",25.12,2,6.13
"28654","AG-2012-4630","CP-2340","OFF-XER-10004519",46.38,1,6.13
"28655","BN-2012-3640","AS-225","OFF-HON-10001508",61.56,6,6.13
"28656","RS-2011-7560","KC-6540","OFF-FIS-10002949",57.72,4,6.13
"28657","MX-2013-103520","AH-10120","OFF-FA-10004186",45.3,5,6.13
"28658","MX-2011-163496","AH-10585","TEC-PH-10001575",87.08,2,6.13
"28659","MX-2011-145870","SC-20575","OFF-SU-10002215",64.4,7,6.13
"28660","MX-2013-118577","Dp-13240","OFF-SU-10001133",74.4,3,6.12
"28661","MX-2014-121552","PO-18850","FUR-CH-10004844",178.08,2,6.12
"28662","ES-2012-3791638","CA-12055","OFF-LA-10000648",59.13,9,6.12
"28663","IT-2012-2898980","AB-10015","OFF-BI-10001124",19.665,3,6.12
"28664","IN-2014-72747","SC-20230","OFF-AR-10000242",87.03,3,6.12
"28665","ID-2014-28787","TB-21625","OFF-AR-10001773",77.1756,4,6.12
"28666","IN-2014-71067","NZ-18565","TEC-MA-10004064",94.86,2,6.12
"28667","IN-2012-35668","SO-20335","OFF-EN-10000114",68.4,6,6.12
"28668","ID-2012-82428","KM-16225","OFF-ST-10000884",83.952,8,6.12
"28669","ID-2014-85949","BS-11380","OFF-EN-10002808",98.352,8,6.12
"28670","IN-2014-84843","JG-15805","TEC-AC-10004393",86.88,2,6.12
"28671","CA-2013-134775","AS-10285","OFF-PA-10004734",50.96,7,6.12
"28672","CA-2013-101161","BW-11110","OFF-AR-10001860",34.7,5,6.12
"28673","CA-2013-144645","NS-18640","FUR-FU-10003601",73.784,2,6.12
"28674","CA-2013-167983","RP-19270","OFF-BI-10003727",33.44,10,6.12
"28675","LY-2013-4320","RD-9900","FUR-ELD-10003695",50.52,2,6.12
"28676","RS-2014-4290","RP-9270","OFF-AVE-10004412",26.22,2,6.12
"28677","IZ-2014-5860","RW-9690","TEC-APP-10001340",73.35,1,6.12
"28678","US-2014-147578","DL-12925","TEC-CO-10001042",221.9552,2,6.12
"28679","MX-2013-165057","PS-19045","OFF-AR-10001402",50.48,4,6.12
"28680","US-2012-109470","BH-11710","OFF-LA-10000073",52.128,12,6.12
"28681","MX-2014-138772","DL-13495","TEC-PH-10003416",86.96,2,6.12
"28682","US-2013-159359","TZ-21580","TEC-AC-10000335",138.8,2,6.11
"28683","MX-2014-155915","PR-18880","OFF-LA-10004538",43.8,6,6.11
"28684","MX-2014-143105","EH-13990","OFF-SU-10002323",154.7,5,6.11
"28685","ES-2011-3134727","MH-17440","OFF-AR-10000399",94.77,2,6.11
"28686","ES-2014-2271414","AS-10225","OFF-AP-10001266",224.289,3,6.11
"28687","ES-2011-2994694","SS-20140","OFF-AR-10001759",93.48,2,6.11
"28688","IT-2012-1180980","LS-17230","FUR-FU-10001252",88.224,2,6.11
"28689","ID-2013-39868","VB-21745","FUR-CH-10003336",90.9726,2,6.11
"28690","IN-2013-55891","TH-21115","OFF-FA-10002635",37.26,3,6.11
"28691","CA-2014-102967","MG-17890","OFF-ST-10001590",67.4,5,6.11
"28692","US-2013-100461","JO-15145","OFF-BI-10001460",106.05,7,6.11
"28693","NI-2012-9240","EG-3900","FUR-OFF-10003688",41.544,1,6.11
"28694","CG-2014-7660","PH-8790","FUR-ADV-10000002",106.08,2,6.11
"28695","EG-2012-2470","JW-5955","OFF-ACC-10002680",102.9,2,6.11
"28696","RS-2011-7230","DO-3435","OFF-SAN-10002441",31.5,2,6.11
"28697","EZ-2014-8420","JB-6045","OFF-STA-10000298",49.47,1,6.11
"28698","NI-2013-5730","AH-30","FUR-HAR-10004593",284.166,2,6.11
"28699","SA-2013-3980","SJ-10125","OFF-GRE-10002510",29.67,1,6.11
"28700","TZ-2014-8350","JA-5970","OFF-FEL-10001792",22.923,1,6.11
"28701","MX-2011-135979","BP-11095","OFF-ST-10001326",109.38,3,6.11
"28702","MX-2013-145275","TA-21385","OFF-EN-10003577",123.72,6,6.11
"28703","US-2012-168627","AS-10240","OFF-ST-10002459",62.72,5,6.11
"28704","US-2014-126032","CS-12490","OFF-SU-10003082",94.608,6,6.11
"28705","MX-2011-107629","MC-17845","TEC-AC-10003044",79,2,6.1
"28706","MX-2011-148635","KE-16420","OFF-PA-10001685",44.6,5,6.1
"28707","US-2013-115917","BD-11560","OFF-ST-10002423",52.224,2,6.1
"28708","US-2011-126270","EB-13975","FUR-BO-10004425",468.18,3,6.1
"28709","ES-2013-1121754","EB-14110","OFF-BI-10001804",39.78,3,6.1
"28710","ES-2012-3534614","MC-18130","OFF-ST-10001858",98.442,2,6.1
"28711","ES-2012-1763830","EM-14140","OFF-ST-10000643",38.76,2,6.1
"28712","ES-2013-4561146","SC-20845","OFF-AR-10003829",46.92,2,6.1
"28713","ES-2013-3350486","DJ-13420","OFF-BI-10001820",151.38,3,6.1
"28714","ES-2012-4641801","DD-13570","OFF-BI-10000346",179.46,6,6.1
"28715","ID-2013-16180","AB-10105","OFF-EN-10000224",52.353,7,6.1
"28716","IN-2014-62800","TC-21475","OFF-ST-10000220",103.9326,2,6.1
"28717","IN-2014-34632","MP-18175","FUR-FU-10000394",35.6094,1,6.1
"28718","IN-2013-82323","PS-19045","OFF-ST-10000794",106.56,2,6.1
"28719","IN-2012-83254","GD-14590","OFF-SU-10004589",87.42,2,6.1
"28720","CA-2011-158372","RD-19900","FUR-FU-10001867",53.2,5,6.1
"28721","CA-2014-123351","KT-16480","OFF-AP-10001242",80.48,1,6.1
"28722","CA-2012-136798","DL-12925","OFF-BI-10003684",43.98,2,6.1
"28723","CA-2012-124107","BM-11650","OFF-AP-10003971",29.403,3,6.1
"28724","CG-2012-7930","JS-5595","OFF-ACC-10000233",15.15,1,6.1
"28725","SA-2012-4090","RF-9840","OFF-BOS-10002705",20.13,1,6.1
"28726","IR-2014-4120","SG-10605","FUR-RUB-10003724",109.95,1,6.1
"28727","PL-2013-2260","SC-10680","OFF-ELD-10002240",47.49,1,6.1
"28728","IV-2014-3490","BW-1110","OFF-SAN-10004881",54.18,2,6.1
"28729","US-2014-154361","AH-10195","TEC-PH-10003764",111.08,2,6.1
"28730","ES-2011-1416586","EL-13735","TEC-MA-10001825",46.53,1,6.09
"28731","IT-2012-2549772","GG-14650","OFF-ST-10004296",97.038,6,6.09
"28732","IN-2014-21143","DC-12850","FUR-FU-10000628",94.2,5,6.09
"28733","ID-2013-80279","JM-15535","OFF-FA-10003266",39.096,4,6.09
"28734","CA-2013-144400","AC-10420","OFF-EN-10004386",57.576,3,6.09
"28735","CA-2014-115119","SC-20440","OFF-BI-10003007",81.438,7,6.09
"28736","PL-2013-7840","DK-3375","OFF-BIC-10002440",97.32,2,6.09
"28737","KZ-2013-6480","AR-405","TEC-SAM-10001843",50.436,1,6.09
"28738","SG-2013-4430","BT-1305","OFF-SAN-10001345",107.4,2,6.09
"28739","AO-2012-2480","MG-8205","FUR-ADV-10004499",100.02,2,6.09
"28740","RS-2014-6050","EG-3900","OFF-SAN-10002323",93.48,2,6.09
"28741","US-2012-117541","DW-13585","FUR-CH-10002291",94.8,5,6.09
"28742","US-2014-139941","RA-19915","OFF-AR-10002650",15.68,1,6.08
"28743","US-2012-102519","CM-12445","OFF-BI-10000517",46.62,7,6.08
"28744","ES-2012-3945862","TC-21475","OFF-AR-10003066",52.86,2,6.08
"28745","ES-2014-1472763","DK-13225","OFF-SU-10001586",81.66,2,6.08
"28746","ES-2011-2950882","MK-17905","OFF-BI-10000171",40.86,6,6.08
"28747","ES-2013-2318967","EP-13915","OFF-AR-10002513",90.96,2,6.08
"28748","ES-2014-4612740","ON-18715","OFF-FA-10004139",78.12,6,6.08
"28749","CA-2013-161907","JH-16180","TEC-PH-10000141",118.782,3,6.08
"28750","MO-2014-410","BD-1320","OFF-WIL-10000777",56.7,2,6.08
"28751","NI-2011-8880","RB-9330","OFF-GRE-10000216",37.44,4,6.08
"28752","SY-2013-6790","AW-840","OFF-STA-10001112",89.88,4,6.08
"28753","IR-2014-3220","KH-6330","TEC-BEL-10002324",83.88,1,6.08
"28754","TU-2011-5770","RA-9285","FUR-SAF-10001949",118.656,6,6.08
"28755","MO-2011-8450","AH-75","TEC-EPS-10001323",46.41,1,6.08
"28756","IV-2014-5650","BF-1020","OFF-CAM-10001249",166.8,4,6.08
"28757","US-2013-160332","PK-19075","TEC-PH-10001475",64.44,3,6.08
"28758","MX-2011-164539","EM-14140","OFF-AR-10001659",70.32,4,6.08
"28759","MX-2014-169838","CL-12700","FUR-FU-10004816",60.12,2,6.07
"28760","IT-2012-5541817","DA-13450","TEC-MA-10004655",84.462,2,6.07
"28761","ES-2011-4731879","HG-14845","OFF-AR-10000502",38.4,2,6.07
"28762","ES-2013-4408752","AC-10420","OFF-FA-10001724",114,10,6.07
"28763","ID-2012-56913","BG-11035","FUR-TA-10001935",63.474,1,6.07
"28764","IN-2014-33869","LS-17230","OFF-AP-10000391",84.18,2,6.07
"28765","IN-2013-29326","IM-15070","TEC-PH-10002428",73.35,1,6.07
"28766","IN-2014-70507","SV-20365","OFF-AR-10000097",131.382,3,6.07
"28767","ID-2014-77703","CC-12430","OFF-EN-10004462",81.1965,7,6.07
"28768","CA-2014-144883","BO-11350","OFF-LA-10000305",50.4,8,6.07
"28769","CA-2013-162355","PF-19165","OFF-AR-10004344",35.97,3,6.07
"28770","CA-2012-111339","VP-21760","FUR-FU-10002506",41.568,4,6.07
"28771","CA-2013-116379","LD-17005","OFF-BI-10001543",57.584,2,6.07
"28772","TU-2013-7820","MN-7935","FUR-OFF-10004824",140.952,2,6.07
"28773","CG-2013-2610","TB-11250","OFF-BOS-10004950",61.92,4,6.07
"28774","NI-2014-3680","LS-6975","OFF-CAM-10002611",27.738,2,6.07
"28775","IR-2011-6700","TS-11430","OFF-ROG-10002818",62.16,1,6.07
"28776","SA-2014-7010","TS-11655","OFF-IBI-10000440",78.66,6,6.07
"28777","AG-2013-9890","BT-1485","OFF-STA-10001895",41.28,4,6.07
"28778","EG-2012-40","MC-7635","OFF-XER-10000641",44.88,1,6.07
"28779","US-2011-145093","JW-15955","FUR-CH-10004467",89.1,3,6.07
"28780","MX-2013-162012","RA-19885","OFF-AP-10000261",144.56,4,6.06
"28781","MX-2013-111010","AG-10900","OFF-AR-10003369",65.96,2,6.06
"28782","US-2014-136679","BE-11455","FUR-CH-10003195",139.328,2,6.06
"28783","MX-2011-123407","GP-14740","OFF-SU-10001722",25.06,1,6.06
"28784","IT-2014-4304364","PB-19210","TEC-PH-10002018",100.152,1,6.06
"28785","ES-2012-5566593","JF-15565","OFF-PA-10000908",131.85,5,6.06
"28786","ES-2012-2495938","TB-21250","OFF-EN-10002406",131.88,7,6.06
"28787","ES-2012-2412883","LC-17050","OFF-SU-10002357",82.86,2,6.06
"28788","ES-2012-4797383","DG-13300","OFF-AR-10004492",268.5,5,6.06
"28789","ES-2013-2309485","MS-17770","OFF-BI-10003917",56.7,2,6.06
"28790","IN-2013-41870","MG-17680","OFF-AR-10001922",29.97,3,6.06
"28791","IN-2011-33183","SB-20170","OFF-PA-10004286",94.02,2,6.06
"28792","IN-2014-13296","DK-13375","OFF-LA-10002020",76.86,6,6.06
"28793","IN-2013-50515","DK-13090","OFF-FA-10000577",40.23,3,6.06
"28794","ID-2013-34051","DC-12850","FUR-CH-10004312",47.4,2,6.06
"28795","IN-2012-24783","GZ-14545","FUR-FU-10001343",120.48,4,6.06
"28796","CA-2014-104913","DK-13090","TEC-PH-10000923",74.95,5,6.06
"28797","SF-2011-2090","TS-11430","OFF-WIL-10002772",58.98,2,6.06
"28798","WA-2013-1560","BB-990","TEC-SAN-10004721",55.35,1,6.06
"28799","RS-2014-5110","SB-10290","OFF-KLE-10000296",23.76,1,6.06
"28800","MG-2011-9660","SH-9975","OFF-FIS-10001591",84.6,2,6.06
"28801","US-2013-127761","BW-11200","OFF-SU-10002466",136.164,7,6.06
"28802","US-2012-168627","AS-10240","TEC-CO-10001968",76.51152,2,6.06
"28803","MX-2011-146024","EH-13990","TEC-PH-10004048",336.36,3,6.06
"28804","MX-2011-156727","JO-15280","OFF-ST-10004116",77.12,2,6.05
"28805","MX-2014-118360","DL-13495","OFF-FA-10003961",37.44,4,6.05
"28806","MX-2012-133655","CM-12445","TEC-CO-10001968",163.15304,2,6.05
"28807","IT-2014-1204575","PO-18850","OFF-SU-10003697",45.06,4,6.05
"28808","ES-2012-3292839","DB-13615","OFF-AR-10000594",59.31,3,6.05
"28809","ES-2012-1671236","BS-11755","OFF-AR-10003113",23.88,2,6.05
"28810","IT-2012-4835449","JK-15730","FUR-CH-10003026",96.9,2,6.05
"28811","ES-2013-4486106","GH-14665","OFF-ST-10001562",54.432,3,6.05
"28812","ID-2014-35374","LT-17110","OFF-ST-10004496",74.25,5,6.05
"28813","ID-2012-62513","CY-12745","OFF-PA-10003416",29.862,2,6.05
"28814","IN-2013-53861","SP-20620","OFF-FA-10001057",67.32,4,6.05
"28815","US-2011-147704","SR-20740","OFF-EN-10004483",78.35,5,6.05
"28816","CA-2014-133263","JE-15610","OFF-BI-10001153",34.54,1,6.05
"28817","CA-2012-149909","RA-19915","OFF-PA-10001790",96.08,2,6.05
"28818","CA-2014-136651","JF-15355","FUR-FU-10004864",24.14,2,6.05
"28819","CA-2012-136805","NM-18445","FUR-FU-10003724",75.33,9,6.05
"28820","UZ-2014-7970","VD-11670","OFF-IBI-10003191",31.95,1,6.05
"28821","CA-2012-3440","PC-9000","TEC-OKI-10003221",120.06,1,6.05
"28822","IR-2012-9800","AH-195","OFF-WIL-10000164",50.46,1,6.05
"28823","TU-2013-3920","BP-1050","OFF-CUI-10004428",58.8,4,6.05
"28824","CM-2012-5610","AR-570","OFF-HOO-10001248",69.54,1,6.05
"28825","AG-2013-8490","SK-9990","OFF-BOS-10001386",51.78,1,6.05
"28826","MX-2014-148348","JR-15670","OFF-PA-10000318",95.64,6,6.04
"28827","MX-2012-101462","GP-14740","OFF-BI-10003883",60.6,6,6.04
"28828","IT-2013-5719417","MZ-17515","FUR-CH-10003249",105.894,2,6.04
"28829","ES-2014-5886915","DD-13570","TEC-MA-10003261",152.928,2,6.04
"28830","ES-2012-3098892","JS-15685","OFF-AR-10001068",97.86,2,6.04
"28831","IN-2013-37810","MG-18205","OFF-PA-10004444",156.15,5,6.04
"28832","IN-2013-26540","DJ-13510","OFF-LA-10000984",25.92,4,6.04
"28833","IN-2014-65488","CP-12340","OFF-BI-10001808",26.73,3,6.04
"28834","US-2012-139759","NL-18310","OFF-AP-10002765",105.96,4,6.04
"28835","CA-2013-133802","SP-20650","OFF-BI-10003291",41.904,6,6.04
"28836","CA-2012-151253","AZ-10750","TEC-PH-10002923",88.776,3,6.04
"28837","CA-2014-107132","SC-20260","OFF-BI-10001071",102.368,2,6.04
"28838","CA-2013-117604","JP-15520","OFF-PA-10001357",239.5,5,6.04
"28839","MX-2013-117996","CK-12595","OFF-AR-10001609",47.68,4,6.04
"28840","MX-2013-168781","AG-10765","OFF-ST-10004660",105.12,8,6.04
"28841","MX-2012-158022","PB-18805","OFF-EN-10001861",40.98,3,6.04
"28842","ES-2014-5545008","BF-11020","OFF-EN-10002449",95.04,2,6.03
"28843","IT-2011-1780558","JC-16105","OFF-AR-10000833",59.7,2,6.03
"28844","ES-2014-2933395","JP-15460","OFF-FA-10003990",75.84,4,6.03
"28845","ES-2013-3515972","AH-10195","OFF-BI-10004541",72.6,5,6.03
"28846","ES-2011-5460465","RR-19315","OFF-AR-10000980",78.3,3,6.03
"28847","IT-2011-5193547","SW-20755","OFF-BI-10001621",49.77,2,6.03
"28848","ID-2014-64165","CG-12520","OFF-EN-10000296",91.53,6,6.03
"28849","IN-2013-16544","BW-11065","TEC-AC-10000860",148.878,3,6.03
"28850","ID-2012-60567","WB-21850","OFF-ST-10001824",43.2,2,6.03
"28851","CA-2012-130883","TB-21520","OFF-PA-10000474",141.76,5,6.03
"28852","CA-2012-124800","RW-19540","OFF-BI-10003984",77.031,9,6.03
"28853","CA-2013-125738","PB-18805","OFF-PA-10003001",60.12,9,6.03
"28854","CA-2014-121615","DL-12925","OFF-ST-10001325",52.4,5,6.03
"28855","CA-2011-146591","TS-21340","OFF-BI-10003676",32.34,10,6.03
"28856","CA-2014-151484","CV-12805","OFF-ST-10002370",51.336,3,6.03
"28857","SF-2013-6330","SC-10695","OFF-CAR-10000687",24,2,6.03
"28858","PL-2011-3160","AA-375","OFF-SME-10002823",48.48,1,6.03
"28859","MX-2014-111080","ND-18460","OFF-SU-10002962",103.32,7,6.03
"28860","US-2012-156860","PO-18865","OFF-AR-10003031",55.888,7,6.03
"28861","MX-2013-108224","JG-15160","OFF-AR-10004012",73.5,7,6.03
"28862","MX-2014-116897","TB-21355","OFF-FA-10002895",66.36,6,6.03
"28863","MX-2014-111780","SL-20155","OFF-AR-10002055",64.24,4,6.02
"28864","US-2012-143756","NC-18415","OFF-EN-10004909",43.072,4,6.02
"28865","ES-2014-4165651","EL-13735","OFF-BI-10004195",48.42,1,6.02
"28866","ES-2014-1083419","FH-14350","OFF-ST-10004046",39.42,2,6.02
"28867","ES-2014-5855273","GZ-14470","OFF-AR-10000584",87.03,3,6.02
"28868","ES-2013-2720927","HM-14860","OFF-EN-10000274",45.72,3,6.02
"28869","IT-2013-4874491","LC-16885","TEC-AC-10004520",88.2,3,6.02
"28870","IN-2013-74182","ML-18265","OFF-BI-10003142",76.68,6,6.02
"28871","IN-2013-66314","JS-16030","OFF-EN-10004941",47.142,2,6.02
"28872","IN-2011-75547","LE-16810","OFF-AR-10002800",80.595,3,6.02
"28873","IN-2014-51222","MO-17800","OFF-PA-10000951",97.92,3,6.02
"28874","IN-2013-21024","SC-20020","OFF-BI-10004651",98.46,2,6.02
"28875","CA-2012-122287","SN-20560","FUR-FU-10004973",75.36,5,6.02
"28876","CA-2013-108959","MH-17785","OFF-ST-10001272",104.696,1,6.02
"28877","KZ-2011-6440","MH-7620","FUR-SAF-10002360",45.45,1,6.02
"28878","NI-2013-2470","EB-4110","TEC-EPS-10004558",91.989,1,6.02
"28879","UP-2014-8230","SR-10425","FUR-RUB-10001310",51.75,1,6.02
"28880","SU-2014-8900","BW-1200","OFF-ELD-10004625",47.97,1,6.02
"28881","SF-2013-4880","GA-4515","OFF-WIL-10000979",29.34,6,6.02
"28882","MX-2014-108014","TS-21655","OFF-EN-10003628",73.04,4,6.02
"28883","US-2013-119781","CD-11920","OFF-SU-10002599",22.704,2,6.02
"28884","US-2013-149804","MS-17980","OFF-SU-10003739",38.64,4,6.01
"28885","US-2011-129161","MS-17980","FUR-CH-10004478",100.692,3,6.01
"28886","MX-2011-111843","EC-14050","OFF-BI-10003373",65.28,2,6.01
"28887","MX-2013-145898","PN-18775","OFF-BI-10003112",36.4,4,6.01
"28888","ES-2011-2776937","CM-12115","OFF-BI-10003616",144.9,3,6.01
"28889","ES-2012-2141914","BD-11770","TEC-PH-10004825",150.501,2,6.01
"28890","ES-2014-5746112","CC-12100","OFF-AR-10000409",101.58,2,6.01
"28891","ES-2012-2874029","EB-13870","OFF-ST-10001648",98.388,2,6.01
"28892","ES-2011-1455810","VT-21700","OFF-EN-10003080",91.56,4,6.01
"28893","ES-2012-1684145","RA-19915","OFF-AP-10001805",172.14,2,6.01
"28894","ES-2014-1679056","LD-16855","OFF-BI-10003951",60.9,2,6.01
"28895","ID-2014-11098","ND-18460","OFF-FA-10001072",84.24,5,6.01
"28896","ID-2012-54743","PS-18970","OFF-ST-10000344",60.48,3,6.01
"28897","IN-2012-26624","JJ-15760","OFF-SU-10001762",149.13,3,6.01
"28898","ID-2012-73398","SH-20395","OFF-SU-10000216",37.842,5,6.01
"28899","IN-2012-32882","TR-21325","FUR-BO-10004529",168.03,1,6.01
"28900","CA-2013-111682","TB-21055","TEC-AC-10002167",30,2,6.01
"28901","CA-2012-117961","GP-14740","OFF-BI-10003707",61.04,4,6.01
"28902","SA-2013-8590","NF-8385","FUR-DEF-10003551",50.52,1,6.01
"28903","IR-2014-3220","KH-6330","OFF-ACM-10000777",44.28,2,6.01
"28904","NI-2011-5560","JK-5625","FUR-TEN-10003349",87.966,6,6.01
"28905","IZ-2012-7440","AF-870","FUR-ELD-10003802",50.22,1,6.01
"28906","TU-2012-9200","DW-3540","FUR-SAF-10004530",78.696,1,6.01
"28907","MX-2012-163475","AH-10210","TEC-PH-10000381",275.88,3,6.01
"28908","MX-2012-148187","RF-19840","TEC-AC-10001246",156.88,4,6.01
"28909","MX-2013-131093","VG-21790","OFF-PA-10000591",99.6,3,6.01
"28910","MX-2012-138597","CS-11845","OFF-PA-10002237",23.76,3,6.01
"28911","MX-2014-110527","CM-12190","TEC-PH-10004901",135.96,3,6
"28912","MX-2011-167773","LS-17245","TEC-AC-10003851",47.56,1,6
"28913","MX-2012-158925","JF-15490","OFF-AR-10000390",150.3,9,6
"28914","IT-2012-5509380","JC-15340","TEC-PH-10000641",81.03,2,6
"28915","ID-2013-23299","TT-21220","OFF-SU-10001573",36.0801,1,6
"28916","IN-2014-79488","HW-14935","OFF-ST-10000306",102.4386,2,6
"28917","IN-2014-19904","JH-15430","TEC-AC-10004012",78.66,2,6
"28918","IN-2013-38685","MO-17800","OFF-AR-10003592",51.66,2,6
"28919","CA-2014-115931","JM-15655","TEC-PH-10001300",67.04,4,6
"28920","CA-2011-143840","EH-14185","TEC-PH-10002660",135.98,2,6
"28921","MX-2013-158701","CM-12235","OFF-AR-10001061",95.22,3,6
"28922","MX-2014-124996","RC-19825","FUR-FU-10002818",123.34,7,6
"28923","US-2013-156846","AB-10150","FUR-CH-10004736",103.36,4,5.99
"28924","ES-2013-4250046","CS-11950","OFF-AP-10002413",91.935,3,5.99
"28925","IT-2012-5647122","AB-10255","OFF-AR-10003113",42.984,4,5.99
"28926","IT-2011-4599620","PB-19105","OFF-SU-10001886",34.5,2,5.99
"28927","ES-2014-4361506","KB-16600","OFF-PA-10002524",113.64,4,5.99
"28928","ES-2014-1139892","SG-20080","OFF-AR-10001777",148.5,3,5.99
"28929","IT-2013-2640538","SW-20350","OFF-AP-10002238",68.79,2,5.99
"28930","IN-2014-69576","DK-12895","OFF-AR-10001823",56.79,3,5.99
"28931","IN-2011-16362","RH-19510","TEC-AC-10000051",207.18,2,5.99
"28932","IN-2011-33351","DB-13660","OFF-LA-10001672",66.96,6,5.99
"28933","IN-2011-51215","NF-18475","FUR-FU-10000816",48.87,1,5.99
"28934","IN-2013-42311","MH-17785","OFF-AR-10004068",82.89,3,5.99
"28935","ID-2014-59517","SP-20545","FUR-FU-10004182",94.5,3,5.99
"28936","US-2012-159982","DR-12880","OFF-ST-10004804",82.368,2,5.99
"28937","CA-2011-129364","TB-21250","TEC-AC-10004227",103.92,10,5.99
"28938","CA-2012-141740","JF-15490","FUR-CH-10001545",205.164,2,5.99
"28939","EZ-2014-1650","AG-270","OFF-OIC-10001155",14.43,1,5.99
"28940","TU-2012-7000","PO-9195","OFF-GRE-10001774",71.496,6,5.99
"28941","UP-2014-3450","ST-10530","OFF-CAR-10004886",55.32,4,5.99
"28942","SF-2014-200","EH-3945","OFF-ACC-10003788",24.48,4,5.99
"28943","CA-2013-9380","CL-1890","OFF-TEN-10004210",53.28,1,5.99
"28944","MA-2014-1150","JO-5145","OFF-FIS-10004915",87.84,2,5.99
"28945","ZI-2011-9280","AH-690","OFF-FIS-10000063",66.852,6,5.99
"28946","CM-2013-4800","JL-5850","OFF-IBI-10002637",52.92,1,5.99
"28947","SF-2013-6200","MG-8205","OFF-BIN-10003023",47.58,1,5.99
"28948","IR-2014-7930","JF-5355","OFF-AVE-10004909",58.74,2,5.99
"28949","EG-2013-9910","EN-3780","TEC-BEL-10001391",55.56,1,5.99
"28950","IZ-2011-6540","CM-2160","OFF-ELD-10000819",48.45,1,5.99
"28951","US-2011-150623","HD-14785","OFF-PA-10004854",77.28,3,5.99
"28952","MX-2013-117254","TP-21130","OFF-EN-10000075",66.96,2,5.99
"28953","US-2014-165687","LH-16750","FUR-FU-10004960",58.716,3,5.99
"28954","MX-2014-130470","EH-14125","FUR-FU-10003622",58.5,5,5.98
"28955","MX-2014-133592","RB-19465","FUR-BO-10001779",601.32,6,5.98
"28956","MX-2014-135790","BD-11560","OFF-FA-10004265",45.36,6,5.98
"28957","ES-2013-3679101","TZ-21445","OFF-EN-10000142",39.528,3,5.98
"28958","ES-2014-4995013","AH-10690","OFF-ST-10001255",103.356,2,5.98
"28959","IT-2012-2805634","EM-13960","OFF-SU-10004980",87.96,4,5.98
"28960","IN-2013-34583","DL-13330","OFF-BI-10004589",219.78,5,5.98
"28961","IN-2014-15263","BE-11335","OFF-BI-10004078",54.9,2,5.98
"28962","IN-2013-71249","CR-12730","OFF-FA-10003161",64.152,6,5.98
"28963","IN-2012-28269","NP-18700","OFF-FA-10004523",70.35,5,5.98
"28964","ID-2011-78193","CS-12250","OFF-PA-10002514",44.649,6,5.98
"28965","CA-2011-164210","PW-19240","OFF-PA-10002259",35.808,4,5.98
"28966","MX-2014-132822","MK-17905","OFF-BI-10003934",67.4,2,5.98
"28967","US-2011-146185","CW-11905","OFF-LA-10002821",42.528,6,5.98
"28968","MX-2014-111647","MG-18205","OFF-BI-10001507",33.96,3,5.98
"28969","MX-2014-168536","KB-16600","OFF-FA-10000631",84.78,9,5.98
"28970","MX-2014-147893","EM-14200","OFF-EN-10000812",26.4,4,5.97
"28971","IT-2013-5719417","MZ-17515","OFF-AR-10000219",63,4,5.97
"28972","ES-2011-4585835","BF-11275","OFF-ST-10000520",50.94,3,5.97
"28973","ID-2012-24048","JM-15265","OFF-SU-10001573",78.246,2,5.97
"28974","ID-2014-64830","CR-12625","TEC-CO-10001775",1324.0224,4,5.97
"28975","IN-2014-24853","MM-18055","TEC-MA-10002242",108.216,3,5.97
"28976","IN-2012-12435","PC-19000","OFF-ST-10004365",227.64,4,5.97
"28977","IN-2012-37474","MS-17830","TEC-MA-10003330",120.9,1,5.97
"28978","IN-2013-71263","MD-17350","OFF-AR-10000387",45.432,4,5.97
"28979","ID-2011-60833","TC-21295","OFF-BI-10001067",39.78,6,5.97
"28980","IN-2014-61414","JJ-15445","OFF-EN-10004473",145.98,3,5.97
"28981","CA-2012-106208","JW-16075","OFF-AP-10004980",53.088,7,5.97
"28982","CA-2014-125451","AH-10075","OFF-PA-10003724",43.44,8,5.97
"28983","CA-2012-157287","HR-14830","OFF-ST-10001172",33.568,2,5.97
"28984","US-2013-112396","JR-16210","TEC-AC-10003628",89.97,3,5.97
"28985","US-2014-139577","TN-21040","TEC-AC-10004708",104.75,5,5.97
"28986","IR-2013-6270","ZD-11925","OFF-TEN-10001129",54.66,1,5.97
